no,co,s,l,r,b,le,sa,t,ra,si
24.502,24,['l'],"[[[[12, 6]], '32-D831']]",[],[],G,,['SP'],0,0
24.601,24,['l'],"[[[[68, 6]], '32-D831']]",[],[],G,,['SP'],2,7
24.637,24,['l'],"[[[[52, 6]], '32-124']]",[],[],G,17.006,['SP'],5.2,17.5
24.711,24,['l'],"[[[[42, 6]], '32-D831']]",[],[],G,,['SP'],7,6.5
24.891,24,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
24.892,24,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
24.893,24,['l'],"[[[[130, 4]], '32-D461']]",[],[],G,,"['FA', 'SP']",0,0
24.894,24,[],[],[],[],G,,"['FA', 'SP']",0,0
24.9,24,"['r', 'l']","[[[[36, 3], [96, 3]], '35-225']]","[[[[128, 2]], '56-169'], [[[126, 2]], '56-169'], [[[124, 2]], '56-169']]",[],U,,"['FA', 'SP']",5.7,87.7
24.902,24,['l'],"[[[[10, 3], [70, 3]], '32-144']]",[],[],U,,"['FA', 'SP']",6.2,24
24.903,24,['l'],"[[[[6, 3], [66, 3]], '4-265']]",[],[],U,,['SP'],5.8,25.5
24.904,24,['l'],"[[[[36, 3], [96, 3]], '36-372']]",[],[],U,,['SP'],7,9
24.908,24,['l'],"[[[[68, 6]], '32-D769']]",[],[],U,,['SP'],6,4.5
24.91,24,['l'],"[[[[13, 3], [73, 3]], '24-307']]",[],[],U,,['SP'],0,0
24.912,24,['l'],"[[[[42, 6]], 'E15-466']]",[],[],U,"21H.106, 21L.008, 21W.741, CMS.150, WGS.190",['SP'],6.4,16
24.915,24,['l'],"[[[[33, 3], [93, 3]], '66-160']]",[],[],U,,['SP'],6.5,8
24.918,24,['l'],"[[[[10, 3], [70, 3]], '56-180']]",[],[],U,,['SP'],7,3
24.919,24,[],[],[],[],U,,"['FA', 'SU', 'SP']",0,0
24.921,24,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
24.922,24,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
24.932,24,['l'],"[[[[10, 3], [70, 3]], '32-144']]",[],[],G,,"['FA', 'SP']",6.2,24
24.933,24,['l'],"[[[[6, 3], [66, 3]], '4-265']]",[],[],G,,['SP'],5.8,25.5
24.934,24,['l'],"[[[[36, 3], [96, 3]], '36-372']]",[],[],G,,['SP'],0,0
24.942,24,['l'],"[[[[64, 6]], '32-D461']]",[],[],G,,['SP'],4.2,9.5
24.943,24,['l'],"[[[[34, 6]], '32-D461']]",[],[],G,,['SP'],0,0
24.948,24,['l'],"[[[[14, 5]], '4-146']]",[],[],G,,['SP'],0,0
24.952,24,['l'],"[[[[6, 3], [66, 3]], '56-162']]",[],[],G,,['SP'],5.8,8
24.954,24,['l'],"[[[[102, 6]], '32-D461']]",[],[],G,,['SP'],6.5,5
24.956,24,['l'],"[[[[42, 6]], '32-D461']]",[],[],G,,"['FA', 'SP']",6.5,6.5
24.962,24,['l'],"[[[[43, 3], [103, 3]], '56-180']]",[],[],G,,['SP'],6.7,8
24.963,24,['l'],"[[[[33, 3], [93, 3]], '66-160']]",[],[],G,,['SP'],6.5,8
24.964,24,['l'],"[[[[12, 6]], '32-D461']]",[],[],G,,['SP'],6.9,3.8
24.973,24,['l'],"[[[[34, 3], [94, 3]], '26-168']]",[],[],G,,['SP'],5.2,9
24.979,24,['l'],"[[[[4, 6]], '32-D461']]",[],[],G,,['SP'],5.6,5.5
24.991,24,['l'],"[[[[12, 6]], '56-169']]",[],[],G,,"['FA', 'SP']",4.5,8
24.993,24,[],[],[],[],G,,"['FA', 'SP']",0,0
24.995,24,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
24.S00,24,[],[],[],[],U,,"['FA', 'SP']",0,0
24.S41,24,[],[],[],[],G,,"['FA', 'SP']",0,0
24.S90,24,['l'],"[[[[10, 3], [70, 3]], '32-144']]",[],[],U,,"['FA', 'SP']",0,0
24.THG,24,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
24.UR,24,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
24.URG,24,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
3.001,3,['l'],"[[[[38, 4]], '8-205']]",[],[],U,,['SP'],6.4,17.3
3.003,3,"['b', 'l']","[[[[40, 4]], '4-265']]",[],"[[[[100, 4]], '4-265']]",U,,['SP'],4.8,8
3.004,3,"['b', 'l']","[[[[40, 4]], '4-265']]",[],"[[[[100, 4]], '4-265']]",U,,['SP'],4.8,8
3.006,3,['l'],"[[[[112, 2]], '4-144']]",[],[],U,,"['FA', 'SP']",6.4,12.7
3.02,3,"['l', 'b', 'r']","[[[[4, 2], [64, 2], [124, 2]], '4-231']]","[[[[40, 2]], '4-257'], [[[44, 2]], '4-257']]","[[[[94, 4]], '8-107'], [[[34, 4]], '8-107']]",U,,['SP'],0,0
3.021,3,"['l', 'r']","[[[[44, 3], [104, 3]], '4-231']]","[[[[74, 2]], '4-257']]",[],U,,['SP'],6.1,7
3.023,3,"['b', 'r', 'l']","[[[[6, 2], [66, 2], [126, 2]], '4-231']]","[[[[100, 2]], '4-257'], [[[104, 2]], '4-257']]","[[[[94, 4]], '8-107'], [[[34, 4]], '8-107']]",U,,['SP'],0,0
3.029,3,['l'],"[[[[10, 3], [70, 3]], '4-261']]",[],[],U,,['SP'],0,0
3.041,3,"['l', 'b']","[[[[6, 2], [66, 2], [126, 2]], '1-134']]",[],"[[[[94, 4]], '13-5101']]",U,,['SP'],0,0
3.042,3,"['l', 'b']","[[[[100, 2]], '4-149']]",[],"[[[[42, 6], [102, 6]], '4-131B']]",U,,"['FA', 'SP']",6.3,15.8
3.044,3,"['l', 'r']","[[[[13, 3], [73, 3]], '4-231']]","[[[[38, 2], [98, 2]], '13-4101'], [[[36, 2], [96, 2]], '13-4101']]",[],U,,['SP'],6,23
3.052,3,['l'],"[[[[10, 3], [70, 3]], '13-5101']]",[],[],U,,['SP'],5.4,12
3.053,3,['l'],"[[[[40, 3], [100, 3]], '4-237']]",[],[],U,"2.797, 6.024, 20.310",['SP'],6.4,14
3.063,3,['l'],"[[[[36, 3], [96, 3]], '4-261']]",[],[],U,,['SP'],6.2,22
3.074,3,['l'],"[[[[34, 3], [94, 3]], '26-322']]",[],[],U,,['SP'],6.8,14
3.085,3,['l'],"[[[[3, 3], [63, 3]], '9-354']]",[],[],U,"2.912, 15.373",['SP'],5.6,29.5
3.086,3,['l'],"[[[[15, 3]], '4-237']]",[],[],U,,['SP'],4.9,7.5
3.091,3,"['r', 'l']","[[[[8, 2], [68, 2], [128, 2]], '10-250']]","[[[[46, 2], [106, 2]], '13-5101'], [[[40, 2], [100, 2]], '13-5101'], [[[44, 2], [104, 2]], '13-5101'], [[[36, 2], [96, 2]], '4-159'], [[[42, 2], [102, 2]], '13-3101'], [[[32, 2], [92, 2]], '13-4101'], [[[34, 2], [94, 2]], '13-4101']]",[],U,,"['FA', 'SP']",5.8,290.2
3.094,3,"['b', 'l']","[[[[46, 2], [106, 2]], '4-237']]",[],"[[[[52, 6]], '16-605'], [[[82, 6]], '16-605'], [[[112, 6]], '16-605']]",U,,['SP'],5.8,29.5
3.098,3,['l'],"[[[[10, 2], [70, 2], [130, 2]], '24-115']]",[],[],U,,['SP'],0,0
3.14,3,['l'],"[[[[3, 3], [63, 3]], '4-261']]",[],[],U,,['SP'],5.5,14
3.155,3,['l'],"[[[[13, 3], [73, 3]], '66-144']]",[],[],U,6.152,['SP'],5.4,29
3.171,3,"['l', 'r']","[[[[2, 2], [62, 2], [122, 2]], '4-145']]","[[[[32, 2], [92, 2]], '4-145']]",[],U,,"['FA', 'SP']",5.7,4.2
3.173,3,['l'],"[[[[44, 4]], '56-114']]",[],[],U,,['SP'],0,0
3.18,3,['l'],"[[[[41, 3], [101, 3]], '4-261']]",[],[],U,,['SP'],6.3,18
3.202,3,['l'],"[[[[14, 4]], 'E25-117']]",[],[],G,,['SP'],0,0
3.207,3,['l'],"[[[[15, 3]], '4-237']]",[],[],G,,['SP'],4.9,7.5
3.21,3,"['r', 'l']","[[[[33, 3], [93, 3], [122, 2]], '4-231']]","[[[[128, 2]], '4-145'], [[[126, 2]], '4-145']]",[],G,,['SP'],5.1,41
3.23,3,"['r', 'l']","[[[[10, 3], [70, 3]], '4-231']]","[[[[100, 2]], '13-4101'], [[[102, 2]], '13-4101']]",[],G,,['SP'],5.5,34
3.3,3,['l'],"[[[[13, 3], [73, 3]], '24-112']]",[],[],G,22.75,['SP'],6.6,9
3.321,3,"['l', 'b']","[[[[6, 2], [66, 2], [126, 2]], '1-134']]",[],"[[[[94, 4]], '13-5101']]",G,,['SP'],0,0
3.34,3,['l'],"[[[[34, 3], [94, 3]], '26-322']]",[],[],G,,['SP'],6.8,14
3.371,3,"['r', 'l']","[[[[2, 2], [62, 2], [122, 2]], '4-145']]","[[[[32, 2], [92, 2]], '4-145']]",[],G,2.821,"['FA', 'SU', 'SP']",6.3,24.8
3.373,3,['l'],"[[[[44, 4]], '56-114']]",[],[],G,,['SP'],0,0
3.4,3,['l'],"[[[[3, 3], [63, 3]], '4-261']]",[],[],G,22.71,['SP'],5.5,14
3.691,3,[],[],[],[],U,,"['FA', 'SP']",0,0
3.692,3,[],[],[],[],U,,"['FA', 'SP']",0,0
3.694,3,[],[],[],[],G,,['SP'],0,0
3.699,3,[],[],[],[],G,,['SP'],0,0
3.7,3,['l'],"[[[[41, 3], [101, 3]], '4-261']]",[],[],G,,['SP'],6.3,18
3.903,3,['l'],"[[[[74, 4]], '56-114']]",[],[],G,10.96,"['FA', 'SP']",5.9,35
3.93,3,[],[],[],[],U,,"['FA', 'SU', 'SP']",0,0
3.931,3,[],[],[],[],U,,"['FA', 'SU', 'SP']",0,0
3.942,3,['l'],"[[[[36, 3], [96, 3]], '4-251']]",[],[],G,,['SP'],6.2,22
3.971,3,['l'],"[[[[40, 3], [100, 3]], '4-237']]",[],[],G,"2.798, 6.524, 10.537, 20.410","['FA', 'SP']",0,0
3.985,3,['l'],"[[[[22, 6]], '6-120']]",[],[],U,"5.24, 12.011",['SP'],5.8,127
3.987,3,"['b', 'l']","[[[[14, 3], [74, 3]], '1-150']]",[],"[[[[134, 3]], '16-605']]",U,,['SP'],6.8,5.5
3.989,3,[],[],[],[],G,,['SP'],0,0
3.99,3,[],[],[],[],U,,"['FA', 'SP']",0,0
3.991,3,['l'],"[[[[10, 2], [70, 2], [130, 2]], '24-115']]",[],[],G,,['SP'],0,0
3.993,3,['l'],"[[[[10, 3], [70, 3]], '24-121']]",[],[],U,,['SP'],6.7,16.5
3.995,3,[],[],[],[],G,,['SP'],0,0
3.997,3,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
3.998,3,[],[],[],[],G,,"['FA', 'SP']",0,0
3.C01,3,['l'],"[[[[126, 2]], '4-237']]",[],[],U,"10.C01, 20.C01",['SP'],0,0
3.C51,3,['l'],"[[[[126, 2]], '4-237']]",[],[],G,"10.C51, 20.C51",['SP'],0,0
3.EPE,3,[],[],[],[],U,,"['FA', 'SP']",0,0
3.S04,3,['l'],"[[[[9, 3], [69, 3]], '4-253']]",[],[],U,,['SP'],7,3
3.S06,3,[],[],[],[],U,,"['FA', 'SP']",7,11
3.S77,3,[],[],[],[],G,,['SP'],0,0
3.THG,3,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
3.THU,3,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
3.UR,3,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
3.URG,3,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
4.021,4,['l'],"[[[[12, 6], [72, 6]], '7-434']]",[],[],U,,"['FA', 'SP']",6,20.2
4.022,4,['l'],"[[[[12, 6], [72, 6]], '7-434']]",[],[],U,,"['FA', 'SP']",5.6,17.2
4.024,4,['l'],"[[[[40, 8], [100, 8], [130, 8]], '7-403']]",[],[],U,,['SP'],5.7,5
4.032,4,['l'],"[[[[63, 3], [123, 3]], 'N52-337']]",[],[],U,,['SP'],4.9,15.3
4.033,4,['l'],"[[[[63, 3], [123, 3]], 'N52-337']]",[],[],G,,['SP'],4.9,15.3
4.041,4,['l'],"[[[[42, 6], [102, 6]], 'N52-342C']]",[],[],U,,['SP'],3.4,14
4.09,4,[],[],[],[],U,,"['JA', 'SU', 'SP']",0,0
4.091,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.092,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.093,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.094,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.11,4,"['b', 'l']","[[[[4, 4]], 'E14-633']]",[],"[[[[82, 4]], '1-379']]",U,,['SP'],6.3,60
4.117,4,['l'],"[[[[72, 6]], '3-442']]",[],[],G,,['SP'],6.2,26
4.118,4,['l'],"[[[[72, 6]], '3-442']]",[],[],U,,['SP'],6.2,26
4.12,4,['l'],"[[[[63, 3], [123, 3]], 'N51-160']]",[],[],G,,['SP'],7,14
4.123,4,['l'],"[[[[122, 6]], '3-133']]",[],[],G,,['SP'],4.2,29.5
4.152,4,['l'],"[[[[40, 8], [100, 8], [130, 8]], '7-434']]",[],[],G,,['SP'],6,26.5
4.154,4,['l'],"[[[[40, 8], [100, 8], [130, 8]], '3-415']]",[],[],G,,"['FA', 'SP']",5.9,37.4
4.163,4,"['l', 'r']","[[[[40, 10]], '10-485']]","[[[[122, 8]], '10-485']]",[],G,11.332,"['FA', 'SP']",5.6,13.3
4.181,4,['l'],"[[[[62, 6]], '5-233']]",[],[],G,,"['FA', 'SP']",6.1,7
4.182,4,['l'],"[[[[92, 6]], '9-450A']]",[],[],G,,"['FA', 'SP']",5.5,7.6
4.183,4,['l'],"[[[[10, 6]], '7-429']]",[],[],G,,"['FA', 'SP']",6.6,8.7
4.184,4,[],[],[],[],G,,['SP'],4.7,6.8
4.185,4,['l'],"[[[[92, 6]], '5-216']]",[],[],G,,"['FA', 'SP']",5.4,7.7
4.187,4,['l'],"[[[[12, 4]], '3-329']]",[],[],G,,['SP'],0,0
4.189,4,['l'],"[[[[72, 6]], '7-429']]",[],[],G,,"['FA', 'SU', 'SP']",3.4,26.5
4.191,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.192,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.193,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.194,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.229,4,['l'],"[[[[72, 6]], '1-132']]",[],[],G,11.228,['SP'],0,0
4.236,4,[],[],[],[],G,11.463,['SP'],6,6
4.241,4,['l'],"[[[[78, 6]], '5-233']]",[],[],G,11.33,['SP'],5.8,18.5
4.244,4,['l'],"[[[[62, 4]], '10-401']]",[],[],G,11.333,['SP'],6.2,14
4.246,4,['b'],[],[],"[[[[122, 8]], '9-255']]",G,11.246,['SP'],6,14
4.25,4,['l'],"[[[[6, 3], [66, 3]], '4-370']]",[],[],U,11.001,"['FA', 'SP']",6.1,50.5
4.253,4,['l'],"[[[[14, 6]], '10-401']]",[],[],G,11.302,['SP'],6.5,9.5
4.254,4,"['r', 'l']","[[[[13, 6], [73, 6]], '10-485']]","[[[[20, 3]], '10-485']]",[],G,11.303,['SP'],2.6,30.5
4.255,4,"['l', 'r']","[[[[79, 4]], '10-485']]","[[[[122, 8]], '10-485']]",[],G,11.304,['SP'],3.6,10.5
4.275,4,['l'],"[[[[69, 2]], 'E14-140L']]",[],[],G,11.912,"['FA', 'SP']",7,2
4.286,4,['l'],"[[[[46, 6]], '1-246']]",[],[],G,,['SP'],6.4,8.5
4.288,4,[],[],[],[],G,,"['FA', 'SU', 'SP']",5.8,14.4
4.291,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.292,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.293,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.294,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.301,4,['l'],"[[[[72, 6], [102, 6]], 'E15-283A']]",[],[],U,,"['FA', 'SP']",6.3,8.4
4.302,4,['l'],"[[[[32, 6], [92, 6]], 'E15-207']]",[],[],U,,['SP'],4.5,12.5
4.341,4,['l'],"[[[[32, 6], [92, 6]], 'E15-054']]",[],[],U,,"['FA', 'SP']",6.5,13.4
4.342,4,['l'],"[[[[32, 6], [92, 6]], 'E15-054']]",[],[],G,,"['FA', 'SP']",6.5,13.4
4.344,4,['l'],"[[[[102, 6]], 'E15-054']]",[],[],U,,"['FA', 'SP']",5.5,5.3
4.345,4,['l'],"[[[[102, 6]], 'E15-054']]",[],[],G,,"['FA', 'SP']",5.5,5.3
4.352,4,['l'],"[[[[42, 6], [72, 6]], 'E15-054']]",[],[],U,,['SP'],6.8,6
4.353,4,['l'],"[[[[42, 6], [72, 6]], 'E15-054']]",[],[],G,,['SP'],6.8,6
4.354,4,['l'],"[[[[72, 6], [102, 6]], 'E15-001']]",[],[],U,,['SP'],6.5,10
4.355,4,['l'],"[[[[72, 6], [102, 6]], 'E15-001']]",[],[],G,,['SP'],6.5,10
4.359,4,['l'],"[[[[3, 6]], 'E15-001']]",[],[],G,,['SP'],0,0
4.368,4,['l'],"[[[[52, 6], [112, 6]], 'E15-001']]",[],[],U,,['SP'],5.8,10
4.369,4,['l'],"[[[[52, 6], [112, 6]], 'E15-001']]",[],[],G,,['SP'],5.8,10
4.388,4,['l'],"[[[[125, 3]], 'E15-207']]",[],[],G,,"['SU', 'SP']",5.7,5
4.39,4,['l'],"[[[[12, 6], [132, 6]], 'E15-001']]",[],[],G,,"['FA', 'SP']",5.8,11
4.391,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.392,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.393,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.394,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.421,4,"['l', 'b']","[[[[12, 3], [72, 3]], '5-234']]",[],"[[[[15, 3]], '5-234']]",G,,['SP'],6.7,9
4.431,4,['l'],"[[[[66, 6]], '36-372']]",[],[],G,,['SP'],7,4
4.432,4,"['b', 'l']","[[[[33, 3], [93, 3]], '1-150']]",[],"[[[[96, 2]], '3-442']]",U,,['SP'],6.3,8
4.433,4,"['l', 'b']","[[[[33, 3], [93, 3]], '1-150']]",[],"[[[[96, 2]], '3-442']]",G,,['SP'],6.3,8
4.44,4,"['b', 'l']","[[[[3, 3], [63, 3]], '3-333']]",[],"[[[[124, 4]], '5-233']]",U,1.056,['SP'],3.5,35.5
4.453,4,['l'],"[[[[122, 6]], '4-265']]",[],[],G,,['SP'],0,0
4.462,4,"['b', 'l']","[[[[3, 3], [63, 3]], '3-333']]",[],"[[[[82, 4]], '5-134']]",G,,['SP'],3.5,35.5
4.488,4,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
4.489,4,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
4.491,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.492,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.493,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.494,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.501,4,['l'],"[[[[32, 4], [92, 4]], 'N52-399']]",[],[],U,,['SP'],6.7,5.5
4.507,4,['l'],"[[[[92, 6]], '1-132']]",[],[],U,,['SP'],5.8,10.5
4.511,4,['l'],"[[[[32, 4], [92, 4]], 'N52-399']]",[],[],G,,['SP'],6,8
4.52,4,['l'],"[[[[33, 6]], '9-255']]",[],[],U,,['SP'],6.5,18.5
4.521,4,['l'],"[[[[33, 6]], '9-255']]",[],[],G,,['SP'],6.5,18.5
4.541,4,['l'],"[[[[33, 6]], '1-242']]",[],[],G,,['SP'],7,4
4.542,4,['l'],"[[[[3, 6]], '5-232']]",[],[],G,,['SP'],7,2
4.55,4,"['b', 'l']","[[[[6, 6]], '8-119']]",[],"[[[[52, 3]], '5-216']]",U,,['SP'],5.9,9.5
4.557,4,['l'],"[[[[62, 6]], 'E15-341']]",[],[],G,MAS.552,"['FA', 'SP']",5.7,17
4.567,4,['l'],"[[[[92, 6]], '1-132']]",[],[],G,,['SP'],5.8,10.5
4.57,4,"['l', 'b']","[[[[6, 6]], '8-119']]",[],"[[[[52, 3]], '5-216']]",G,,['SP'],5.9,9.5
4.582,4,['l'],"[[[[3, 6]], '5-232']]",[],[],G,,"['FA', 'SP']",7,4
4.587,4,['l'],"[[[[133, 6]], '4-144']]",[],[],G,,['SP'],7,7
4.589,4,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
4.591,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.592,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.593,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.594,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.602,4,"['r', 'l']","[[[[3, 3], [63, 3]], '3-133']]","[[[[68, 2]], '5-216'], [[[126, 2]], '3-329']]",[],U,,['SP'],5.7,20.5
4.605,4,"['r', 'l']","[[[[6, 3], [66, 3]], '3-133']]","[[[[128, 2]], '5-216'], [[[70, 2]], '5-216']]",[],U,,['SP'],5.7,18.5
4.608,4,['l'],"[[[[132, 6]], '5-216']]",[],[],G,,['SP'],0,0
4.609,4,['l'],"[[[[132, 6]], '5-216']]",[],[],U,,['SP'],0,0
4.612,4,['l'],"[[[[33, 6]], '5-216']]",[],[],G,,['SP'],6.1,12
4.617,4,['l'],"[[[[12, 6]], '5-216']]",[],[],G,,['SP'],6,5
4.64,4,['l'],"[[[[72, 6]], '5-216']]",[],[],G,,"['FA', 'SP']",6,13
4.645,4,['l'],"[[[[6, 3], [66, 3]], '5-234']]",[],[],G,,['SP'],6.5,28
4.646,4,['l'],"[[[[4, 6]], '5-216']]",[],[],G,,['SP'],6.9,19
4.65,4,"['l', 'r']","[[[[6, 3], [66, 3]], '3-133']]","[[[[128, 2]], '5-216'], [[[70, 2]], '5-216']]",[],G,,['SP'],5.7,18.5
4.652,4,['l'],"[[[[3, 3], [63, 3]], '3-133']]",[],[],G,,['SP'],5.7,20.5
4.654,4,[],[],[],[],G,,['SP'],0,0
4.657,4,"['r', 'l']","[[[[42, 3], [102, 3]], '3-133']]","[[[[124, 2]], '5-216'], [[[64, 2]], '5-232']]",[],U,,['SP'],5.9,25
4.684,4,[],[],[],[],G,,"['FA', 'SP']",0,0
4.685,4,[],[],[],[],G,,"['FA', 'SP']",0,0
4.686,4,[],[],[],[],G,,['SP'],5.8,3
4.687,4,[],[],[],[],G,,['SP'],5,2
4.689,4,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
4.691,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.692,4,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
4.693,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.694,4,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
4.S00,4,"['r', 'l']","[[[[52, 4]], 'N52-342C']]","[[[[132, 6]], 'N52-342C']]",[],U,,['SP'],6.7,12
4.S03,4,['l'],"[[[[32, 4]], '4-146']]",[],[],G,,['SP'],0,0
4.S12,4,"['l', 'r']","[[[[52, 4]], 'N52-342C']]","[[[[132, 6]], 'N52-342C']]",[],G,,"['JA', 'SP']",6.3,6.5
4.S13,4,['l'],"[[[[9, 3]], 'Virtual']]",[],[],G,,"['FA', 'SP']",6,4.3
4.S14,4,['l'],"[[[[126, 3]], '4-144']]",[],[],G,,"['FA', 'JA', 'SP']",6.7,10
4.S15,4,[],[],[],[],G,,['SP'],0,0
4.S23,4,['l'],"[[[[50, 3], [110, 3]], '9-450A']]",[],[],G,,['SP'],5.7,9.5
4.S24,4,['l'],"[[[[16, 4]], '1-135']]",[],[],G,,"['FA', 'SP']",6.1,17.5
4.S32,4,['l'],"[[[[63, 6]], 'E15-207']]",[],[],G,,"['JA', 'SP']",6.4,12
4.S34,4,['l'],"[[[[33, 6], [93, 6]], 'E15-001']]",[],[],G,,['SP'],0,0
4.S50,4,['l'],"[[[[108, 4]], '7-434']]",[],[],U,,['SP'],0,0
4.THG,4,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",6.2,59.2
4.THU,4,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
4.UR,4,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
4.URG,4,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
5.03,5,"['l', 'r']","[[[[35, 3], [95, 3]], '2-105']]","[[[[2, 2], [62, 2]], '4-159'], [[[42, 2], [102, 2]], '4-257']]",[],U,,['SP'],5.9,28
5.061,5,['l'],"[[[[65, 3], [125, 3]], '4-159']]",[],[],G,,['SP'],5.3,16.5
5.068,5,['l'],"[[[[65, 3], [125, 3]], '2-131']]",[],[],G,,['SP'],5,27
5.069,5,['l'],"[[[[32, 3], [92, 3]], '2-105']]",[],[],G,,['SP'],6.5,13
5.08,5,"['r', 'l']","[[[[6, 3], [66, 3]], '56-114']]","[[[[102, 2]], '36-372'], [[[100, 2]], '36-372'], [[[132, 2]], '36-372'], [[[130, 2]], '36-372']]",[],U,7.08,['SP'],6.2,13
5.111,5,"['r', 'l']","[[[[8, 2], [68, 2], [128, 2]], '32-123']]","[[[[36, 2], [96, 2]], '36-144'], [[[38, 2], [98, 2]], '36-144'], [[[40, 2], [100, 2]], '36-156'], [[[44, 2], [104, 2]], '36-156'], [[[42, 2], [102, 2]], '36-156'], [[[34, 2], [94, 2]], '36-112']]",[],U,,"['FA', 'SP']",5,198.8
5.12,5,"['r', 'l']","[[[[8, 2], [68, 2], [128, 2]], '2-190']]","[[[[38, 2], [98, 2]], '36-153'], [[[2, 2], [62, 2]], '36-372'], [[[4, 2], [64, 2]], '36-372'], [[[42, 2], [102, 2]], '36-155'], [[[40, 2], [100, 2]], '36-153'], [[[44, 2], [104, 2]], '36-155'], [[[14, 2], [74, 2]], '36-155']]",[],U,,"['FA', 'SP']",4.9,102.4
5.24,5,['l'],"[[[[22, 6]], '6-120']]",[],[],U,"3.985, 12.011",['SP'],5.8,127
5.31,5,"['l', 'b']","[[[[132, 4]], '4-237']]",[],"[[[[40, 8], [100, 8]], '12-5170B'], [[[10, 8], [70, 8]], '12-5170B']]",U,,"['FA', 'SP']",5.7,30.8
5.351,5,"['b', 'l']","[[[[38, 2], [98, 2]], '4-149']]",[],"[[[[10, 8], [70, 8]], '12-5170B'], [[[40, 8], [100, 8]], '12-5170B']]",U,,"['FA', 'SP']",4.7,15.2
5.352,5,['b'],[],[],"[[[[40, 8], [100, 8]], '12-5170B'], [[[10, 8], [70, 8]], '12-5170B']]",U,,"['FA', 'SP']",5.8,14.8
5.353,5,['b'],[],[],"[[[[40, 8], [100, 8]], '12-5170B'], [[[10, 8], [70, 8]], '12-5170B']]",U,,"['FA', 'SP']",5.5,12
5.361,5,"['b', 'l']","[[[[38, 2], [98, 2]], '56-154']]",[],"[[[[40, 8], [100, 8]], '12-5170B'], [[[10, 8], [70, 8]], '12-5170B']]",U,,['SP'],4.5,8.5
5.362,5,"['b', 'l']","[[[[38, 2], [98, 2]], '56-154']]",[],"[[[[40, 8], [100, 8]], '12-5170B'], [[[10, 8], [70, 8]], '12-5170B']]",U,,['SP'],4.2,8.5
